chr,pos,class,length
16,3124,1,116
1,199,0,0
11,2495,0,0
2,5384,1,24
5,2208,1,14
4,3382,0,0
5,3198,1,26
6,5795,0,0
7,2561,0,0
11,4446,2,34
20,362,0,0
16,460,1,18
1,7494,0,0
2,8289,0,0
15,3300,1,28
1,444,2,24
11,3631,0,0
15,2980,0,0
1,6123,0,0
18,1781,0,0
7,4454,2,124
10,5180,1,20
15,1119,0,0
17,1196,2,8
9,4611,0,0
2,9276,2,8
1,7671,0,0
10,122,0,0
12,4706,2,20
7,5663,0,0
3,7228,0,0
7,902,2,18
4,6491,0,0
19,109,0,0
1,3761,0,0
6,1216,2,32
1,9724,0,0
22,1718,1,26
17,3210,0,0
22,1295,1,21
10,2852,0,0
4,4082,0,0
1,1756,0,0
5,2178,1,22
14,4204,2,24
1,8840,2,40
9,275,0,0
11,4148,1,8
12,3724,2,54
12,48,1,20
2,3456,2,24
6,3420,0,0
13,3102,1,24
12,1048,1,24
10,5014,2,30
1,6252,2,10
8,5270,2,38
6,5248,2,34
17,3067,0,0
4,3328,1,48
5,6130,0,0
15,1511,0,0
13,1660,1,16
10,3952,1,8
3,2648,1,28
13,2075,0,0
9,3442,0,0
11,3820,1,28
8,2275,0,0
5,5380,0,0
2,2971,0,0
5,1352,0,0
6,5593,0,0
19,1854,0,0
19,728,0,0
5,6797,0,0
15,2080,0,0
17,913,0,0
2,8254,0,0
13,1176,2,32
12,517,2,17
14,2430,0,0
3,2517,0,0
1,516,0,0
18,3084,2,12
7,44,0,0
10,223,0,0
9,124,0,0
1,4369,0,0
13,2672,0,0
3,4080,2,24
21,1349,0,0
2,3960,2,32
2,1893,0,0
4,6384,1,28
20,204,2,16
19,468,1,38
1,6988,1,12
20,1932,0,0
2,820,2,16
9,2797,0,0
18,268,0,0
4,1176,0,0
3,3126,0,0
1,6394,0,0
6,6533,0,0
6,6761,0,0
5,5684,1,8
17,2916,2,28
1,3776,2,24
5,4607,0,0
2,5460,2,32
5,348,0,0
4,1924,2,28
2,2484,1,22
5,2967,0,0
3,7164,2,16
4,6416,1,64
12,5139,0,0
4,5864,1,56
3,4887,0,0
10,1922,0,0
6,1840,2,64
11,784,2,12
2,4221,0,0
12,2606,2,14
11,1832,2,76
4,7488,2,32
12,3562,0,0
22,505,0,0
16,560,2,72
2,4314,0,0
13,4128,1,12
18,191,0,0
16,1189,0,0
9,3325,0,0
12,900,0,0
22,984,2,8
11,3204,0,0
4,608,1,44
2,1704,2,24
4,6082,1,50
5,845,0,0
3,5710,1,28
14,3880,1,116
15,1430,0,0
3,3702,0,0
9,2057,0,0
15,4016,1,28
1,618,0,0
2,2121,0,0
5,3768,1,28
8,282,0,0
12,1124,1,40
2,9692,0,0
1,1182,1,14
4,5538,0,0
1,3621,0,0
1,9890,0,0
15,1517,0,0
1,7218,1,16
1,3120,2,68
13,2726,0,0
6,3004,0,0
7,5416,2,20
7,3561,0,0
13,1730,0,0
1,3980,0,0
8,2494,0,0
6,4328,2,34
17,900,0,0
8,4154,2,24
14,2157,0,0
13,2134,0,0
1,7280,1,32
4,6877,0,0
1,9866,2,56
2,3660,1,36
5,4690,0,0
6,5466,2,34
2,9542,0,0
8,4310,0,0
10,2065,0,0
4,2163,0,0
20,1602,1,12
13,4063,0,0
10,374,2,58
7,2720,0,0
5,1434,0,0
3,636,1,16
12,3756,2,32
3,3675,0,0
1,9230,1,28
10,2540,1,22
19,51,0,0
4,845,0,0
5,6028,1,20
8,2511,0,0
1,2558,0,0
22,744,2,16
2,1848,1,38
5,5007,0,0
2,1016,2,32
2,1116,1,36
15,1840,1,104
22,1710,0,0
19,200,0,0
11,3892,0,0
16,3008,2,24
3,208,1,128
10,2779,0,0
1,2437,0,0
3,2454,0,0
21,1078,2,8
14,4229,0,0
17,633,0,0
7,2248,1,76
18,2116,2,10
2,3560,2,6
8,5327,1,20
13,3198,1,8
3,1232,2,96
6,1492,1,56
3,5880,0,0
5,2419,0,0
11,1916,1,12
3,5230,2,14
1,6211,0,0
4,6267,0,0
1,6300,1,14
7,1136,1,20
14,2194,2,40
6,1688,1,14
1,6896,2,14
3,7732,1,32
20,552,0,0
6,6414,0,0
1,520,0,0
21,1400,1,30
7,5220,2,32
1,1640,1,20
2,2485,1,22
13,4546,0,0
7,4037,0,0
7,1839,0,0
9,5628,2,8
7,238,0,0
13,4048,2,36
12,334,0,0
22,55,0,0
5,3369,0,0
20,1590,2,6
10,5096,2,28
12,2706,1,30
1,9207,0,0
4,4447,0,0
20,2460,1,16
6,5972,2,18
12,4510,0,0
8,3894,1,48
19,2293,0,0
10,578,0,0
15,3675,0,0
2,3208,1,176
2,8285,0,0
5,2585,0,0
7,1670,2,62
10,944,1,6
11,3067,0,0
4,3842,1,50
15,3011,0,0
1,420,1,23
5,1308,2,24
14,4084,2,36
12,1048,2,24
18,2046,0,0
17,2882,0,0
3,7688,1,44
16,3223,0,0
1,1683,0,0
1,9224,2,36
5,3634,2,30
6,6684,2,20
4,3550,0,0
5,1857,0,0
17,2856,2,34
2,9456,1,32
3,7124,1,16
18,1848,1,32
3,2605,0,0
10,2704,1,4
4,4965,0,0
21,1876,1,26
1,338,2,18
5,2273,0,0
14,13,0,0
5,6872,1,40
8,412,1,16
12,2401,0,0
17,2394,0,0
11,1056,0,0
1,269,0,0
19,1988,1,12
3,6406,0,0
9,525,0,0
17,1828,2,56
18,1008,2,68
22,1744,1,28
4,2322,0,0
22,1695,0,0
4,4100,0,0
4,5577,0,0
8,5666,2,8
3,2076,2,60
17,2411,0,0
18,1100,0,0
8,2482,2,28
3,7476,2,14
1,2426,0,0
8,5774,2,26
10,1064,1,42
15,1530,1,18
2,3162,0,0
5,1288,0,0
2,6357,0,0
11,2038,0,0
8,4259,0,0
11,2274,2,70
3,7734,1,28
18,709,0,0
10,2992,2,28
6,2077,0,0
1,1128,0,0
9,4778,2,44
10,2414,0,0
20,100,2,52
3,5029,0,0
20,1784,1,20
2,7653,0,0
17,2742,0,0
11,806,2,8
8,5748,1,28
2,9606,0,0
5,1614,1,14
17,159,0,0
17,204,1,12
10,996,2,20
9,46,0,0
13,2848,1,80
21,1279,0,0
3,448,1,28
9,797,0,0
6,4452,2,20
5,4576,2,58
6,1016,0,0
16,3338,0,0
21,576,0,0
1,2602,0,0
15,910,2,910
4,3578,2,12
20,605,0,0
21,1728,1,14
1,7428,1,24
12,3780,2,24
1,862,2,22
6,624,1,28
15,2995,0,0
21,1232,1,20
15,3088,2,30
15,3580,0,0
11,1472,2,4
2,1240,2,28
17,1552,1,42
10,977,0,0
13,1328,0,0
6,1976,0,0
22,1499,0,0
11,4410,0,0
2,1143,0,0
2,2956,1,40
7,2614,1,58
7,600,0,0
17,108,1,10
10,672,2,36
12,3856,1,22
4,2206,2,52
7,6288,1,44
15,2010,0,0
10,4152,2,8
4,3507,0,0
6,418,1,16
17,1940,1,12
13,2623,0,0
1,6590,0,0
2,4555,0,0
12,2090,1,46
5,4432,1,28
6,1704,2,16
15,3560,2,104
5,2766,0,0
19,156,0,0
3,5726,0,0
3,2316,2,30
11,4115,0,0
18,2084,0,0
4,748,0,0
4,7593,0,0
10,2042,1,38
13,3860,0,0
2,6388,1,48
8,4093,1,37
7,3590,1,12
15,2536,1,42
2,5371,0,0
5,4460,2,28
1,1453,0,0
1,5622,0,0
4,7054,0,0
1,1106,0,0
1,2679,0,0
3,7774,2,8
1,5935,0,0
7,130,2,14
7,4180,2,56
12,118,0,0
3,4981,0,0
10,2096,2,16
8,1560,1,44
1,6440,2,16
2,8583,0,0
5,760,0,0
13,2076,1,20
22,1072,1,12
1,2109,0,0
9,4597,0,0
11,294,0,0
2,1208,0,0
19,398,2,52
12,836,0,0
5,1706,0,0
3,1496,2,28
16,440,2,28
10,534,0,0
22,752,0,0
12,4688,2,32
1,6628,0,0
2,9336,2,30
2,3686,0,0
5,6860,2,8
16,463,0,0
22,318,0,0
6,864,1,106
5,2926,1,34
15,2744,2,72
21,1594,2,33
15,1429,0,0
6,1508,2,12
5,5196,0,0
2,8336,2,36
5,2473,0,0
10,2708,2,4
19,440,1,28
15,1209,0,0
7,5764,0,0
1,9001,0,0
18,1920,2,40
18,1722,0,0
4,4791,0,0
11,1104,2,52
2,2508,2,24
18,528,1,24
4,5620,1,30
8,4812,0,0
12,1621,0,0
10,601,0,0
20,2196,2,64
15,3116,2,28
19,346,1,52
11,3437,0,0
5,2707,0,0
10,5310,0,0
8,4476,0,0
6,3298,0,0
18,1848,2,100
2,758,0,0
4,2956,1,10
6,4645,0,0
12,70,1,6
14,2732,1,40
8,1113,0,0
10,4112,2,32
14,1305,0,0
10,3911,0,0
7,5885,0,0
18,405,0,0
1,2224,0,0
7,4049,0,0
2,736,0,0
7,337,0,0
1,7246,1,36
11,2919,0,0
6,5018,1,26
14,4230,0,0
10,4810,2,52
17,2662,0,0
6,5412,1,20
8,862,0,0
13,4490,0,0
11,4948,2,32
8,5017,0,0
12,2156,2,20
6,2670,0,0
16,2588,0,0
9,4684,2,26
2,4236,1,52
14,2470,2,28
18,1342,2,24
15,3024,2,12
16,3008,1,12
1,7452,1,4
3,6411,2,30
10,2203,0,0
7,5984,1,16
6,3343,0,0
10,1236,2,8
17,3054,0,0
18,2885,0,0
4,3437,0,0
7,3366,0,0
2,7850,0,0
6,5952,2,68
11,93,0,0
10,3214,0,0
10,2003,0,0
2,8290,0,0
6,1309,0,0
8,578,0,0
9,271,0,0
12,477,0,0
12,2592,2,52
6,3052,1,12
7,528,0,0
16,3032,1,56
9,4062,2,20
16,2417,0,0
20,2452,0,0
8,4516,1,32
4,260,0,0
14,2246,1,32
8,1680,1,10
4,74,0,0
4,6132,1,18
19,2000,2,12
10,4480,0,0
15,3432,2,28
9,220,0,0
2,5532,0,0
5,3966,0,0
14,897,0,0
6,6004,2,32
10,4695,0,0
7,1964,0,0
9,4025,0,0
5,3988,1,54
1,894,1,26
5,2116,0,0
9,4998,0,0
15,3350,0,0
11,1792,0,0
18,1716,2,28
14,1388,2,16
7,2782,1,30
5,4674,0,0
13,3058,1,44
11,2896,1,28
15,1376,0,0
11,2418,1,20
4,385,0,0
1,6880,1,16
21,659,0,0
15,2788,1,56
3,3742,0,0
17,3108,1,11
3,5720,0,0
3,2474,0,0
2,9268,1,8
1,4783,0,0
5,5566,1,16
4,6684,2,28
6,3508,0,0
6,5154,0,0
9,4559,0,0
13,2330,0,0
1,8123,0,0
11,5343,0,0
20,696,2,24
8,3361,0,0
7,5881,0,0
1,4332,1,18
8,476,2,28
15,1787,0,0
7,6020,2,20
10,1686,0,0
13,4384,2,32
2,8329,0,0
8,5141,0,0
8,2332,1,46
5,6613,0,0
13,4432,2,48
1,7218,1,28
13,348,0,0
16,3375,0,0
5,6752,0,0
1,2172,1,40
7,992,1,16
1,7012,1,40
5,4752,2,20
2,5173,0,0
6,1040,2,32
2,4751,0,0
5,6870,2,17
6,1149,0,0
4,6160,1,28
6,3977,0,0
4,7190,0,0
12,176,2,8
5,1836,0,0
9,2181,0,0
11,256,1,14
10,1766,2,36
3,2678,2,28
12,1116,2,16
1,4125,0,0
17,2932,0,0
5,3024,2,24
12,1012,2,12
12,2144,0,0
1,4914,0,0
11,758,2,32
11,3884,0,0
9,2301,0,0
6,1210,0,0
17,2264,2,28
14,936,1,6
13,1068,1,32
20,1904,1,12
4,1650,2,14
4,7154,0,0
3,4978,2,7
16,3444,2,12
18,203,2,43
1,5994,2,98
6,1420,1,12
11,1832,2,68
22,1615,0,0
13,1839,0,0
1,6968,1,21
14,2916,1,24
7,3868,1,36
19,523,1,6
11,368,2,8
14,2890,2,28
11,2484,2,36
10,2948,1,16
13,3341,0,0
6,1716,1,12
13,567,0,0
4,811,0,0
13,3650,0,0
12,2233,0,0
2,1680,1,24
10,4156,2,14
16,2944,2,60
13,1822,2,44
5,3224,2,36
11,2564,1,18
2,7534,2,26
12,2136,2,36
6,2956,2,24
3,6675,0,0
8,2117,2,7
6,4012,2,24
8,5489,0,0
12,2240,1,20
8,5343,0,0
12,309,0,0
1,9133,0,0
10,3980,1,80
8,5698,2,40
6,5716,1,36
19,514,0,0
12,3080,1,54
10,3924,1,28
18,2392,1,52
6,4174,0,0
7,0,1,12
2,1718,2,10
13,2996,1,38
4,2112,2,4
5,6324,1,18
4,354,0,0
20,101,0,0
9,4895,0,0
3,1320,0,0
19,764,2,24
17,1339,0,0
10,3924,1,36
7,282,1,22
22,569,0,0
10,218,1,10
4,5646,0,0
8,3872,0,0
8,898,1,18
12,1260,0,0
15,1372,2,40
4,4989,0,0
13,4025,0,0
18,2444,1,24
15,670,0,0
12,1784,0,0
6,1666,2,14
20,1767,0,0
10,4008,2,28
13,552,0,0
13,1038,2,14
6,4433,1,20
11,4412,1,44
18,2862,2,50
8,2021,0,0
13,1139,0,0
21,1624,0,0
11,1052,1,54
19,1952,1,12
10,2792,0,0
3,2627,0,0
1,2074,0,0
12,208,2,12
2,2870,1,48
3,3974,0,0
13,2689,0,0
9,1845,0,0
11,3511,0,0
8,2894,0,0
1,3144,2,40
2,4992,0,0
15,646,0,0
19,160,0,0
8,2552,0,0
2,5904,0,0
8,972,2,28
11,1102,2,50
6,4293,2,22
5,816,0,0
21,1090,1,14
22,1251,0,0
8,1158,0,0
6,6046,2,40
7,3684,2,24
4,700,2,48
17,1402,0,0
5,434,0,0
1,2516,2,12
7,1513,0,0
2,473,0,0
4,3044,2,12
12,2260,2,20
1,974,2,22
5,6987,0,0
3,7800,2,24
11,5188,1,14
1,7518,0,0
6,4682,1,46
14,4122,0,0
4,6956,1,20
5,1495,0,0
7,1525,0,0
5,3000,1,24
16,2774,2,38
1,5990,1,18
3,1708,1,32
1,6708,1,24
2,538,0,0
10,1740,0,0
15,1528,1,20
18,3031,0,0
15,595,0,0
2,5464,1,24
8,750,2,32
5,1584,1,52
13,443,0,0
18,1693,0,0
2,3944,0,0
5,2448,2,40
22,0,1,2050
4,6416,2,32
2,7239,0,0
1,5834,0,0
5,5992,2,16
8,4697,0,0
3,5146,1,16
9,5126,1,23
18,1748,1,34
2,5994,1,24
1,6132,2,52
6,1688,2,22
16,460,1,20
9,3794,1,32
17,2942,0,0
10,994,2,58
15,4072,2,8
1,197,0,0
14,2772,2,40
5,5582,1,22
12,536,1,34
1,7208,2,16
6,3586,1,36
20,1804,1,12
5,3070,0,0
5,5488,0,0
7,302,0,0
5,1460,0,0
20,2244,1,28
22,1604,1,12
10,3684,0,0
8,5221,0,0
10,3705,2,44
20,2324,2,52
11,572,2,22
1,7688,0,0
5,3840,2,44
16,3432,1,12
17,1836,1,8
18,976,1,32
13,3844,2,12
3,6744,2,28
10,2596,1,28
3,5164,2,20
2,2506,1,46
2,3723,0,0
12,1856,1,40
4,6148,2,16
6,5044,1,8
18,2831,0,0
8,1417,0,0
7,5118,0,0
17,216,1,44
1,4480,1,12
9,4476,0,0
5,3188,1,36
1,6056,2,48
2,7876,2,80
21,426,2,10
12,5016,2,46
2,3928,1,32
5,1716,2,50
3,1758,0,0
20,208,2,208
13,1940,2,44
10,2848,2,20
2,8984,0,0
7,4729,0,0
9,5024,2,30
5,1358,0,0
1,7591,0,0
13,4480,2,48
5,2721,0,0
8,1616,0,0
2,9380,2,44
12,2596,1,10
1,9450,1,21
7,6184,2,84
4,4459,2,23
5,4518,2,24
7,3979,0,0
5,2078,2,70
