chr,pos,class,length
4,4642,0,0
13,427,0,0
20,43,0,0
13,3589,0,0
3,3492,1,38
6,5436,0,0
2,2484,2,28
3,6447,0,0
20,1680,1,32
17,3184,2,20
12,500,1,17
3,3980,1,24
20,516,1,48
17,1372,1,4
3,5494,0,0
2,5045,0,0
14,2672,1,40
4,236,1,28
3,348,1,28
9,762,1,18
11,5030,1,16
6,1258,2,42
22,1484,0,0
6,1702,2,16
1,4516,1,14
4,6828,1,14
12,2516,0,0
15,2484,2,28
10,2080,1,16
6,682,2,32
8,264,0,0
11,2128,0,0
3,2868,1,60
12,3754,2,30
2,1842,0,0
11,2321,0,0
11,3065,0,0
4,2258,2,10
12,3596,2,20
12,2715,0,0
7,1756,2,12
15,3832,1,44
2,4128,0,0
1,2863,0,0
8,944,2,28
13,1637,0,0
8,1609,0,0
19,396,2,48
8,5830,1,24
3,909,0,0
12,4704,1,28
9,2387,0,0
14,2968,0,0
1,1316,2,12
1,1946,0,0
2,9294,2,16
2,436,1,36
15,2068,2,12
4,3056,2,30
16,2171,0,0
1,2504,1,28
6,992,1,12
17,669,0,0
4,1310,0,0
9,3095,0,0
11,5154,1,36
9,3743,0,0
11,2672,2,28
12,2606,1,22
1,4717,0,0
10,3938,0,0
5,2702,1,32
2,4456,1,6
17,2655,0,0
5,5976,1,14
1,6424,1,22
20,1335,0,0
20,800,2,10
10,1421,0,0
4,1115,0,0
14,1377,0,0
5,7047,0,0
7,3108,2,36
12,2468,0,0
3,5740,2,32
6,4912,0,0
20,526,0,0
6,652,2,28
15,3404,1,28
1,9359,0,0
19,252,0,0
1,8511,0,0
1,5816,1,8
5,6078,2,30
9,2902,2,26
9,4732,2,20
2,472,2,36
9,302,2,30
13,4409,0,0
4,4132,0,0
18,2314,0,0
4,3072,2,14
12,1593,0,0
11,396,0,0
18,2236,0,0
13,4072,2,24
1,9286,0,0
6,3223,0,0
5,2364,1,44
14,597,0,0
14,3822,1,14
16,1366,1,46
10,1787,0,0
1,3752,1,24
5,3000,2,14
1,1832,0,0
2,6896,1,24
3,826,0,0
4,5410,0,0
22,1476,1,16
19,1916,1,16
6,1116,1,68
7,2772,0,0
16,2000,2,24
3,1718,1,24
19,597,0,0
7,1604,0,0
14,3255,0,0
2,6358,0,0
2,7508,1,28
20,2492,0,0
13,1826,0,0
14,1706,0,0
20,2272,2,36
8,5090,0,0
22,1650,1,30
7,3244,1,22
1,3202,0,0
22,904,2,12
10,5066,0,0
8,4964,2,18
1,6478,0,0
1,1257,2,10
21,854,0,0
22,1630,1,22
21,1226,0,0
5,2688,0,0
8,4063,2,17
9,5048,1,24
1,3896,1,48
5,4300,0,0
13,1152,0,0
15,2614,0,0
20,206,0,0
2,472,2,34
13,1712,2,52
1,1247,2,46
14,3479,0,0
7,788,2,80
8,3571,0,0
15,3275,0,0
6,50,0,0
2,1178,1,36
18,1737,0,0
13,4354,1,28
7,2966,2,28
6,1633,0,0
10,315,1,59
2,1486,0,0
14,2748,1,24
3,2762,2,84
11,629,0,0
3,4684,0,0
15,3632,1,28
2,2420,1,12
2,3961,0,0
3,6796,2,16
17,1924,0,0
1,1827,0,0
2,6518,2,4
2,8084,2,14
15,1894,2,54
1,4339,0,0
3,3831,0,0
14,2442,2,40
2,1604,1,28
6,6383,2,40
15,1548,2,18
1,2412,2,44
14,1028,2,28
4,6583,0,0
14,754,0,0
2,1784,1,24
5,602,2,14
1,9327,0,0
20,1953,0,0
9,1975,0,0
20,564,1,62
12,596,2,22
16,3090,2,58
7,6079,0,0
6,1502,0,0
17,2921,0,0
6,3510,1,76
10,4427,0,0
4,6414,0,0
1,9370,1,10
15,2927,0,0
3,7424,1,36
13,2199,0,0
2,1682,1,22
22,1840,0,0
19,1500,0,0
2,9457,0,0
8,388,2,32
18,3037,0,0
8,1781,0,0
18,130,2,18
1,9810,2,20
1,6050,2,42
7,3900,2,80
21,3,0,0
11,64,1,24
8,1837,0,0
12,1819,0,0
10,2848,1,26
2,1180,1,32
9,4698,0,0
10,2039,0,0
7,5132,1,56
3,7622,0,0
10,1829,0,0
19,171,0,0
4,6304,0,0
13,1766,0,0
7,184,2,56
9,3335,0,0
3,2676,1,84
1,5778,0,0
1,472,1,20
9,373,0,0
9,42,0,0
13,4248,0,0
19,468,2,28
11,4768,2,12
5,1767,0,0
13,2928,1,44
20,1256,2,40
6,636,0,0
7,3021,0,0
7,6214,1,10
13,1712,2,36
14,3441,0,0
7,2812,2,30
2,9392,2,56
5,4400,0,0
8,3006,0,0
5,1565,0,0
19,361,0,0
16,2488,2,136
19,2157,0,0
2,9336,1,50
15,2754,0,0
22,1215,0,0
8,1128,1,4
16,943,0,0
18,2216,0,0
17,1628,1,18
22,946,2,6
7,36,2,24
16,372,2,32
16,3212,0,0
1,104,2,30
6,1041,2,34
3,4817,0,0
5,4576,2,56
4,1896,2,24
10,3080,2,60
5,2960,2,48
1,7876,0,0
13,1781,0,0
2,4742,2,152
8,5069,2,25
3,5779,0,0
15,1282,1,4
12,536,2,16
14,1865,0,0
5,3816,1,24
13,1584,1,24
8,1343,0,0
1,3843,0,0
2,6144,2,28
12,4264,2,32
22,1834,2,8
7,4900,0,0
1,240,1,28
15,2270,1,35
17,377,0,0
10,3896,1,12
12,3576,1,20
3,1928,2,30
19,596,0,0
2,68,0,0
5,2428,0,0
8,1960,1,34
4,471,0,0
16,914,0,0
3,3688,0,0
2,6123,0,0
7,1808,2,48
2,8880,0,0
1,1563,0,0
7,2923,0,0
4,7264,0,0
2,5071,0,0
7,304,1,32
15,2578,1,21
14,2892,1,24
10,1641,0,0
8,448,2,20
12,4160,2,32
3,2190,2,32
9,5236,2,8
20,1714,2,32
2,1212,1,28
22,1070,1,14
10,636,1,40
1,7000,2,12
9,1424,1,24
8,1544,2,40
10,3252,2,60
3,4295,0,0
4,1456,2,12
17,2520,1,8
17,2305,0,0
7,4952,0,0
8,5150,1,24
8,5019,2,27
1,3878,0,0
18,1284,0,0
10,4464,1,18
4,7004,1,24
6,3594,0,0
20,1278,2,23
6,5133,0,0
14,3764,1,12
7,5568,0,0
5,1716,2,48
8,970,0,0
3,5978,0,0
6,3444,1,12
1,6252,1,12
20,1508,2,20
19,1166,0,0
10,3156,2,76
10,4223,0,0
10,1258,0,0
18,603,0,0
2,775,0,0
5,5604,2,22
16,2535,0,0
3,3632,0,0
4,6132,2,50
1,6884,0,0
12,2326,1,8
6,2976,2,12
16,1729,0,0
13,2856,0,0
12,1272,1,28
11,572,1,10
13,4140,2,12
15,3732,1,12
6,463,1,42
18,97,0,0
10,2269,0,0
7,4394,0,0
15,2424,2,24
3,3520,0,0
16,878,1,10
3,4350,0,0
12,3780,1,18
14,2004,1,8
16,2856,2,28
3,7764,2,32
16,1214,1,14
5,4761,0,0
5,3024,1,20
1,7192,1,16
12,1246,2,4
4,4000,2,38
3,5091,1,20
11,1335,0,0
1,980,0,0
3,6490,0,0
15,3404,2,48
3,360,1,16
19,1966,1,14
2,984,1,32
2,3036,2,40
14,2712,1,20
3,3811,0,0
5,5529,0,0
9,284,0,0
16,1694,0,0
8,1185,0,0
20,1536,0,0
1,7978,0,0
3,6852,2,28
20,2291,0,0
11,2564,2,6
2,4020,0,0
10,187,0,0
6,3568,0,0
13,1040,2,16
11,4860,2,14
2,8551,0,0
20,1030,2,34
1,9152,1,36
8,5774,1,26
5,634,0,0
5,1376,1,64
1,893,0,0
9,3220,0,0
6,5738,0,0
11,4740,1,16
5,34,0,0
3,755,0,0
14,194,0,0
11,3051,0,0
4,7521,0,0
2,8188,0,0
2,9532,0,0
5,5556,0,0
14,2916,2,24
18,112,1,18
8,5808,0,0
6,5120,2,20
7,5188,2,32
5,6931,0,0
9,3338,0,0
13,499,0,0
1,334,0,0
2,2504,0,0
21,1116,0,0
2,1116,1,34
13,1086,0,0
21,1806,2,24
18,2172,1,40
1,185,0,0
6,2288,1,20
6,4234,1,38
12,574,1,22
7,3797,0,0
7,1758,2,40
5,1284,1,24
12,2691,0,0
7,1888,2,52
4,2104,0,0
5,3132,1,92
4,2727,0,0
5,6576,0,0
20,1584,2,76
2,2636,2,24
7,4599,0,0
2,1542,0,0
8,4393,0,0
17,2568,2,40
21,1590,2,10
20,1404,2,24
1,1660,2,20
6,6431,0,0
5,5948,1,12
1,7388,1,20
2,7414,0,0
11,3959,0,0
10,3786,2,12
9,5046,2,22
4,1366,0,0
6,1744,2,40
5,1118,0,0
17,1728,2,16
3,344,0,0
13,523,0,0
1,9184,0,0
12,320,2,26
11,1446,0,0
13,1976,2,36
14,1424,1,12
4,2509,0,0
1,2381,0,0
2,9652,0,0
12,3596,1,24
12,1776,0,0
8,4352,2,36
1,3816,0,0
5,2310,1,16
3,2804,1,64
3,4624,1,36
18,2660,1,68
10,3517,0,0
2,2841,0,0
2,9059,0,0
11,1352,2,40
15,3027,0,0
7,5416,1,14
12,4812,0,0
10,3800,0,0
4,6963,0,0
4,1656,0,0
13,2306,0,0
6,3036,1,28
15,28,0,0
2,5844,0,0
1,6194,0,0
20,740,0,0
14,1276,2,36
3,608,1,16
6,5442,0,0
3,157,0,0
4,2288,1,28
16,334,0,0
5,4860,1,60
17,2480,1,16
1,6644,0,0
2,949,0,0
7,4712,0,0
1,2156,2,8
19,586,2,32
2,7620,1,56
22,1358,0,0
18,2622,0,0
3,2873,0,0
17,764,0,0
1,9537,0,0
22,589,0,0
9,5258,0,0
5,7204,2,24
15,2369,2,29
4,3604,1,44
13,1836,1,44
2,1178,2,12
11,5262,2,28
5,2556,1,40
1,6351,0,0
16,2652,1,24
10,4669,0,0
4,142,1,14
5,2280,0,0
1,9263,0,0
16,3032,1,58
15,2622,0,0
1,4742,0,0
4,6627,1,14
1,2612,2,24
2,2051,0,0
2,6045,0,0
2,1848,1,36
8,2057,0,0
10,4097,0,0
20,453,0,0
4,285,2,22
16,153,0,0
8,4064,2,18
15,2844,2,56
5,2778,0,0
15,2550,2,14
6,2976,1,62
8,1244,1,52
2,9185,0,0
11,2558,2,17
7,1759,0,0
7,1608,1,64
3,1929,2,32
1,843,0,0
2,4251,0,0
7,3114,0,0
1,8048,1,24
20,2272,1,52
19,817,0,0
16,1877,0,0
12,2156,1,10
7,4096,1,84
13,1020,2,12
1,492,2,20
8,5606,0,0
3,626,2,26
4,1872,1,24
8,2956,1,8
1,9559,0,0
1,9426,2,14
19,594,0,0
9,2314,0,0
8,1994,2,34
2,8509,0,0
16,176,2,34
5,4060,0,0
10,1719,0,0
2,830,0,0
5,734,2,46
3,4331,0,0
4,1456,1,40
15,3788,2,44
1,932,1,12
13,3956,0,0
14,3504,0,0
2,6944,2,24
8,4865,0,0
6,3878,1,38
19,2064,1,24
1,497,0,0
5,3655,0,0
16,3013,0,0
4,4063,0,0
15,2686,2,12
6,2272,0,0
20,1063,0,0
4,6422,0,0
19,1566,0,0
1,6532,2,20
1,6252,2,24
1,7160,2,30
2,1044,2,28
1,7492,0,0
4,3962,1,38
18,2368,1,24
1,1201,1,46
22,872,0,0
7,6,0,0
10,4862,0,0
13,1228,1,42
5,3604,2,84
8,3423,0,0
17,2054,0,0
9,4975,0,0
5,4151,0,0
16,7,0,0
6,6554,0,0
10,316,1,58
18,2300,2,16
20,1244,0,0
18,132,2,28
3,3117,0,0
15,979,0,0
6,2152,1,52
5,1336,1,24
19,334,2,14
3,5134,1,28
13,4524,1,20
5,2606,0,0
1,420,2,36
8,2776,2,28
2,8147,0,0
21,624,1,56
10,258,1,12
6,6444,1,28
3,6610,0,0
7,3113,0,0
16,3519,0,0
18,559,0,0
14,4180,1,28
9,4994,1,30
11,2735,0,0
21,904,0,0
4,631,0,0
8,1128,2,12
11,2188,1,96
1,6424,2,10
7,1124,2,36
8,884,2,14
11,4230,2,90
16,1860,1,28
7,5110,0,0
8,4554,0,0
18,222,0,0
17,1065,0,0
12,2768,2,24
1,726,0,0
17,1216,1,36
13,3819,0,0
7,4318,0,0
6,3254,0,0
7,1076,0,0
18,130,2,28
2,8008,0,0
22,1618,2,20
12,3724,1,30
1,1075,0,0
13,3842,0,0
12,4394,2,12
12,1223,0,0
9,2036,0,0
1,1540,2,24
15,3536,1,24
16,52,1,28
14,3776,2,12
6,2604,2,20
2,3359,0,0
21,1496,1,16
12,2066,0,0
4,1522,1,28
16,560,2,40
11,612,1,56
20,628,0,0
6,6404,1,18
15,2650,0,0
3,2560,2,8
5,6966,0,0
10,1580,0,0
2,4474,0,0
9,304,2,32
14,3788,2,24
9,5228,2,20
10,3720,0,0
1,982,0,0
12,2166,1,18
5,1545,0,0
5,2484,2,24
6,5052,2,8
1,7145,0,0
1,8915,0,0
10,5178,2,28
12,2046,2,12
11,354,0,0
12,256,1,36
4,6738,0,0
12,1769,0,0
11,4808,2,40
12,2922,0,0
15,3660,2,28
6,607,0,0
13,3992,1,12
4,6080,2,32
10,4271,0,0
1,7048,2,4
1,7388,1,18
5,2680,0,0
3,2492,2,36
7,2004,1,28
13,3938,1,42
10,4981,0,0
3,3959,0,0
2,7796,1,80
14,3086,2,28
6,1184,1,32
6,5968,0,0
13,3525,0,0
4,7276,0,0
1,4841,0,0
6,684,1,58
9,3873,0,0
4,3353,0,0
4,3328,2,36
2,1884,1,20
16,287,0,0
6,3624,2,40
4,2211,0,0
15,2476,0,0
1,2156,1,16
6,6093,0,0
21,630,0,0
3,5968,1,12
7,5220,1,28
15,2102,0,0
11,1522,0,0
14,4043,0,0
7,1036,2,27
2,4939,0,0
19,1543,0,0
8,656,0,0
20,368,0,0
3,7045,0,0
19,791,2,6
3,5982,2,14
9,4351,0,0
6,906,0,0
10,3526,2,20
11,1392,0,0
1,2337,0,0
19,72,0,0
14,1636,0,0
14,1372,1,28
5,7106,1,52
4,5800,1,40
3,3269,0,0
11,2342,0,0
21,879,0,0
3,6596,2,148
17,628,0,0
8,1108,1,20
6,1398,0,0
18,2824,0,0
8,275,0,0
17,702,2,12
11,4980,1,32
1,4708,2,24
17,1257,0,0
10,1803,0,0
2,1832,1,16
14,3086,1,24
5,4956,0,0
17,2621,0,0
4,5966,0,0
19,672,2,8
12,2585,0,0
4,4234,0,0
18,1967,0,0
3,4279,0,0
3,5677,0,0
6,4454,2,22
12,3474,0,0
22,1084,2,14
14,3104,2,18
5,3224,1,40
18,2258,1,12
10,1436,2,24
11,2605,1,7
1,5081,0,0
3,7464,0,0
17,2640,1,20
10,2592,0,0
4,2876,2,18
15,2123,2,22
2,90,0,0
3,6846,0,0
11,4086,1,14
21,376,2,376
4,284,2,18
21,13,0,0
21,1770,0,0
11,5264,2,32
8,2261,0,0
8,1184,2,16
19,1348,1,8
3,5418,0,0
1,2100,1,46
1,7112,0,0
12,1450,0,0
16,73,0,0
6,3038,1,14
4,3566,1,12
3,6806,0,0
7,2525,0,0
2,1147,0,0
2,8971,0,0
7,5126,0,0
22,1064,0,0
3,7800,1,8
2,5006,0,0
6,2560,1,24
1,8020,2,38
5,4492,2,32
9,1448,2,24
11,2183,0,0
1,3446,0,0
2,4590,2,14
1,398,0,0
2,3484,2,28
9,1424,2,36
18,3028,0,0
20,2132,1,64
4,2326,0,0
19,2308,1,10
5,7127,0,0
7,4212,0,0
2,2582,1,8
7,1986,0,0
18,2202,0,0
7,4988,0,0
12,4101,0,0
2,2784,1,36
1,6262,0,0
20,1510,2,28
9,1069,0,0
15,442,0,0
6,5670,0,0
5,1262,2,6
13,1008,1,12
14,2912,0,0
4,4320,0,0
3,7426,1,36
10,3410,0,0
18,1046,0,0
9,4382,0,0
5,2490,0,0
1,7036,0,0
12,4220,1,12
18,968,0,0
14,2196,2,44
8,1418,0,0
5,5061,0,0
2,1116,2,36
2,4900,2,16
17,3177,0,0
8,428,1,20
18,941,0,0
8,4028,0,0
21,1605,0,0
14,3751,0,0
4,1578,1,22
2,4216,0,0
1,6040,2,32
9,536,0,0
14,2592,1,8
6,760,0,0
10,4240,2,28
6,4297,0,0
10,1412,1,24
16,3381,2,28
4,4430,0,0
3,2372,0,0
9,4650,0,0
13,1976,2,32
8,5357,0,0
1,7948,1,24
2,8560,0,0
7,5034,0,0
20,2236,1,36
3,6052,0,0
4,3072,2,16
16,2119,0,0
2,7693,0,0
14,4086,2,40
4,7506,0,0
12,3780,2,25
7,1592,2,8
7,1861,0,0
12,3310,2,30
2,804,1,18
17,216,1,38
3,6213,0,0
6,6224,1,84
11,2378,2,6
3,5814,0,0
10,3049,0,0
9,5537,0,0
1,4456,1,36
2,7696,1,8
7,1490,2,34
10,5030,2,16
22,1353,0,0
7,1591,0,0
3,2083,0,0
2,2594,0,0
8,4044,2,80
20,996,1,34
6,6293,0,0
16,344,2,138
4,263,1,22
3,4778,2,22
11,4224,0,0
17,1592,2,40
8,4276,2,44
1,8681,0,0
13,4382,2,28
8,5380,1,56
4,652,2,12
18,671,0,0
1,2517,0,0
8,4868,0,0
8,667,0,0
10,3966,2,42
3,7476,2,16
12,594,0,0
15,2456,1,28
13,2096,2,20
2,53,0,0
9,5032,0,0
11,1052,1,50
4,6838,0,0
2,1533,0,0
6,6736,2,32
7,492,0,0
11,3431,0,0
9,5618,1,28
15,3318,0,0
3,4779,0,0
20,1228,2,12
12,2744,2,36
7,4935,0,0
1,944,2,12
8,1847,0,0
3,1473,0,0
9,4042,1,22
16,3572,2,28
12,3148,0,0
1,4026,0,0
11,3034,0,0
9,5072,2,24
2,1848,1,20
14,2095,0,0
16,3503,0,0
8,2384,2,52
7,3006,2,40
5,6935,0,0
1,4368,0,0
7,1608,1,72
9,730,2,30
5,1605,0,0
7,3822,0,0
10,2804,1,24
3,5952,1,8
6,2870,0,0
17,3248,2,24
3,7586,2,28
15,2666,0,0
6,1539,0,0
16,370,1,42
5,6292,0,0
22,1512,0,0
2,1720,1,36
19,282,1,38
9,5576,0,0
9,4302,0,0
6,1044,0,0
6,6164,0,0
7,1808,2,24
4,264,1,20
15,1916,1,28
7,1058,2,22
5,3842,1,18
8,2729,0,0
6,5432,2,20
17,1856,1,12
4,2152,0,0
6,879,0,0
10,4640,2,24
12,5058,0,0
1,5941,0,0
18,2960,1,20
9,4956,0,0
2,5394,1,14
13,3426,0,0
8,5442,0,0
7,3628,1,32
1,3074,0,0
5,7089,0,0
8,4180,2,16
15,2148,0,0
4,3555,0,0
16,925,0,0
16,3588,0,0
6,6584,2,112
12,2494,0,0
6,1688,2,20
17,981,0,0
12,536,1,36
12,4416,2,32
6,4988,0,0
6,124,2,16
13,3808,0,0
14,4136,0,0
5,2248,1,16
2,632,1,36
19,2075,0,0
1,7360,1,28
9,1905,0,0
6,2920,1,44
5,2436,0,0
10,1038,1,26
10,2512,0,0
2,7935,0,0
2,9044,0,0
16,1228,1,10
14,2671,0,0
14,319,0,0
12,2439,0,0
5,3224,2,26
20,168,1,40
15,2268,0,0
13,2973,0,0
2,5428,1,32
3,6150,2,42
9,3437,0,0
1,5354,0,0
16,1084,1,20
12,3866,0,0
12,2628,2,36
6,4325,0,0
5,272,1,44
18,1999,0,0
1,3432,1,40
19,1200,2,92
16,2656,1,20
7,1716,1,40
1,3501,0,0
5,915,0,0
12,158,1,38
4,487,0,0
18,2522,0,0
6,1461,0,0
9,1201,0,0
2,1316,1,40
7,403,0,0
9,2396,0,0
14,1341,0,0
1,8120,1,28
6,5752,1,24
5,2246,1,18
20,416,1,46
1,544,0,0
13,2316,0,0
15,710,0,0
8,1504,2,40
4,6132,2,52
11,3592,0,0
2,8501,0,0
3,2191,0,0
3,4884,1,14
15,3732,2,68
20,1255,1,23
16,2202,0,0
22,1598,1,20
2,2897,0,0
15,3164,1,20
17,2612,2,44
13,3096,0,0
2,2166,0,0
3,3336,0,0
18,2329,0,0
14,2314,2,36
14,942,2,6
3,4814,0,0
1,6636,2,12
6,3132,0,0
1,2859,0,0
19,1884,2,28
20,2484,1,26
8,5019,1,25
16,435,0,0
19,2254,0,0
19,2212,0,0
2,8972,0,0
2,3968,2,8
9,1272,1,20
10,3924,2,6
1,6826,0,0
12,3816,2,36
6,16,2,8
10,2874,1,12
14,2226,1,10
21,615,0,0
11,639,0,0
3,600,1,26
4,7425,0,0
2,2027,0,0
2,3743,0,0
11,3848,2,28
19,1226,2,24
5,3364,0,0
8,1555,0,0
1,6732,1,44
2,6823,0,0
5,3103,2,31
7,4569,0,0
14,492,0,0
8,4103,0,0
15,2984,1,28
3,636,2,10
9,1340,1,32
17,284,1,20
2,7384,0,0
18,620,0,0
10,3192,1,60
17,1978,0,0
9,3764,0,0
4,2608,0,0
15,3576,1,16
4,1820,0,0
1,8838,2,36
14,4152,0,0
4,6794,2,32
2,2063,0,0
12,1613,0,0
7,3123,0,0
7,1997,0,0
4,2620,1,112
4,4772,0,0
5,5384,0,0
4,3305,0,0
12,4092,1,38
6,650,2,24
2,1519,0,0
4,7372,1,32
2,5885,0,0
3,3951,0,0
3,7090,0,0
3,7348,0,0
8,5044,2,25
15,2368,1,32
2,9008,1,22
13,868,0,0
8,2820,1,44
19,1773,1,29
6,2539,0,0
4,4436,1,23
3,3517,0,0
2,4030,0,0
2,6792,2,32
16,3008,2,20
7,1030,0,0
21,360,0,0
11,4918,1,28
11,2064,2,20
21,1148,0,0
9,3676,1,40
11,2179,0,0
8,1509,0,0
12,4401,0,0
22,20,0,0
2,5408,1,20
1,7293,0,0
8,4636,0,0
5,3224,1,39
6,649,2,23
4,2966,1,34
9,3988,0,0
10,4637,2,20
11,1911,0,0
5,1286,1,20
1,6908,1,60
12,4798,0,0
11,4740,2,20
17,2952,1,36
12,4086,1,44
7,5452,0,0
4,3277,0,0
3,6373,0,0
8,5282,0,0
4,4493,0,0
20,172,0,0
9,1304,0,0
4,6160,2,28
6,6319,0,0
1,3120,1,24
14,3652,2,36
7,4086,2,48
22,741,0,0
18,2998,2,18
8,1780,0,0
18,2210,2,40
20,2329,0,0
3,1819,0,0
2,8271,0,0
14,2152,1,44
3,2328,0,0
11,1958,0,0
18,1188,2,28
6,6404,2,20
11,1052,2,136
4,7036,0,0
11,4286,0,0
6,2289,0,0
3,2452,0,0
18,910,0,0
13,4497,0,0
20,2312,2,40
11,3599,0,0
19,226,0,0
15,550,0,0
4,6417,0,0
13,3846,1,24
21,1165,0,0
15,3270,2,20
19,2238,0,0
7,38,1,12
11,2564,1,16
2,9548,1,20
1,1608,2,28
13,4475,0,0
1,6782,0,0
12,3338,0,0
3,2232,2,12
3,4256,2,44
19,17,0,0
11,1168,0,0
20,1748,0,0
18,2712,1,4
7,4327,0,0
2,7668,0,0
2,8540,1,132
1,2362,0,0
7,1156,2,28
3,5099,0,0
10,2540,2,40
12,4686,1,20
1,1744,1,40
17,78,2,16
14,3176,2,44
3,2158,2,26
19,848,0,0
15,3250,1,20
2,6324,1,32
13,50,0,0
17,1740,1,32
10,3648,2,8
17,2337,0,0
12,2260,2,16
7,4330,1,124
6,1668,2,16
2,7920,0,0
3,5134,2,22
17,2988,1,32
15,1372,2,32
17,2906,2,18
4,5596,1,24
6,6268,0,0
4,3953,0,0
2,9590,0,0
6,5532,2,12
15,371,0,0
16,2774,1,18
9,4135,0,0
5,6920,2,48
3,5161,0,0
11,4733,0,0
3,3490,1,40
7,4824,2,7
1,6172,1,36
16,290,0,0
6,6404,1,20
15,345,0,0
5,3594,0,0
8,5232,1,38
1,3968,1,40
11,3844,2,16
12,4416,1,36
11,4356,0,0
8,5020,1,24
4,533,0,0
7,3762,1,52
1,9470,2,20
14,3844,0,0
3,1660,0,0
1,1177,0,0
1,320,1,36
8,3843,0,0
2,5708,0,0
12,2795,0,0
6,2000,1,24
2,6248,2,38
3,4900,2,16
2,1602,1,32
4,4128,2,92
6,567,0,0
17,102,0,0
2,4730,0,0
10,992,2,56
5,3874,2,6
19,1390,0,0
9,3612,2,14
1,3472,2,42
8,5068,2,24
1,9072,1,10
18,842,2,28
21,1252,2,20
18,2899,0,0
2,7443,0,0
13,3416,1,44
18,2432,1,8
17,2218,0,0
12,2628,2,22
2,7508,1,26
4,7562,0,0
2,4257,0,0
12,2205,0,0
10,1722,0,0
22,723,0,0
11,3535,0,0
17,1357,0,0
4,544,1,64
17,446,0,0
14,2988,0,0
2,416,0,0
7,1213,0,0
7,5277,0,0
11,2639,0,0
12,3192,1,36
14,1436,2,12
8,3326,0,0
11,494,1,24
1,9370,2,32
10,56,1,16
17,0,1,38
5,5582,2,16
9,4103,0,0
20,2273,0,0
6,552,1,72
1,8413,0,0
7,65,0,0
11,4444,1,12
1,5318,0,0
6,1652,1,18
16,1659,0,0
12,4556,2,40
10,4341,0,0
12,4673,0,0
1,2656,0,0
12,2101,1,35
2,7345,0,0
19,2177,0,0
7,4232,1,24
4,5684,1,36
16,2519,0,0
11,1106,1,70
15,3135,0,0
8,5545,0,0
14,856,1,8
5,3780,2,8
11,5255,0,0
2,8225,0,0
15,2973,0,0
2,7231,0,0
6,3671,0,0
1,3115,0,0
16,1011,2,30
16,982,1,30
3,2100,2,12
14,3044,2,32
17,2905,0,0
9,1292,2,20
13,3802,1,10
12,4268,2,36
3,5144,2,10
11,2944,1,12
1,7392,0,0
8,4880,2,46
17,1222,1,4
6,1401,0,0
16,3584,0,0
14,3337,0,0
6,5754,0,0
18,843,2,29
4,4891,0,0
9,5024,1,24
5,5476,1,24
2,408,2,26
9,5480,2,44
10,2828,2,24
6,3002,0,0
16,488,2,28
1,7620,1,76
4,4520,1,44
22,1774,1,10
9,4146,0,0
3,6954,0,0
11,558,0,0
16,2393,0,0
15,882,0,0
20,1336,1,19
7,5952,2,34
3,2220,1,12
12,2476,0,0
14,2012,1,12
6,4180,0,0
9,1332,2,12
21,1916,0,0
9,3826,2,32
1,1182,1,64
18,2846,0,0
5,5268,2,38
9,242,1,12
13,668,0,0
7,2140,0,0
16,782,1,14
14,2784,1,15
9,3964,2,46
16,812,0,0
17,2850,2,28
9,1383,0,0
6,4728,2,46
11,2059,0,0
11,168,2,24
3,6232,0,0
10,252,0,0
2,2450,2,14
22,711,0,0
19,2184,2,95
11,3843,0,0
22,1744,1,30
2,6400,1,36
22,1000,2,12
15,3216,0,0
2,8588,0,0
10,3890,0,0
7,5374,0,0
12,4909,0,0
20,345,0,0
10,4508,2,8
14,3948,0,0
6,6384,1,20
2,6992,0,0
1,972,1,28
10,2952,1,12
5,208,0,0
4,5764,1,14
6,1819,0,0
11,1418,2,22
15,3664,1,68
5,742,0,0
10,1076,0,0
9,438,0,0
10,4581,0,0
5,5024,1,52
10,2886,2,12
15,2320,0,0
2,6322,0,0
7,313,0,0
3,7800,2,26
8,5112,1,38
11,3792,1,28
2,6870,2,38
3,7764,1,12
3,4510,1,12
3,5548,1,16
17,2774,0,0
2,4124,2,24
3,624,2,16
11,3004,2,20
20,1944,2,28
12,1024,2,24
6,5248,1,8
12,3721,0,0
21,1321,2,23
7,4660,1,24
4,6648,0,0
14,1225,0,0
6,6472,2,30
3,7660,0,0
13,957,0,0
4,3384,2,8
1,1395,0,0
15,1528,2,116
5,6786,1,8
18,2468,1,120
16,3280,2,40
6,1742,2,16
20,1214,2,10
6,1708,0,0
7,3258,0,0
8,4130,1,24
4,690,0,0
8,3642,2,14
2,6832,2,40
11,326,1,34
3,5154,0,0
5,2594,2,30
13,1168,0,0
8,4316,1,36
3,1136,2,26
20,1786,2,10
17,2660,2,20
5,6262,1,26
15,2740,2,14
4,6913,0,0
1,768,2,56
19,207,0,0
9,305,0,0
6,3916,1,56
12,4656,2,80
5,6731,0,0
10,1236,1,48
7,5248,2,28
9,1388,1,36
14,23,0,0
2,1363,0,0
21,450,0,0
5,5102,1,116
4,3065,0,0
3,3234,0,0
1,1580,1,28
4,4028,1,8
3,7883,0,0
5,6394,1,4
3,1774,2,32
7,4817,1,7
1,6708,2,36
5,3046,2,24
8,2825,0,0
6,87,0,0
2,9172,0,0
6,4432,1,64
5,2270,0,0
15,2307,0,0
1,9448,2,24
